Speech_id,Date,Bill,Type,Person,Gender,Party,Elec,Metro,Topic,CoeffMax,CoeffDiff,Senti_pos,Senti_neu,Senti_neg,Senti_comp,Speech
35877,2013-03-18,Marriage Equality Amendment Bill 2012,Second Reading,Barry Haase,1,LP,Durack,4,2,0.4073089802990468,0.3813949274249567,0.11900000000000001,0.841,0.040999999999999995,0.9947,"In 2004, the coalition amended the Marriage Act 1961 to define in legislation the common understanding in our community of marriage-that is, the union of a man and a woman to the exclusion of all others voluntarily entered into for life. The coalition continues to believe that the majority of the Australian community agree with that definition. This definition does not in any way seek to prevent or discourage people from entering into same-sex relationships but, rather, simply recognises marriage as one of the bedrock institutions of society, which is the basis for forming families and which is underpinned by tradition. The coalition will not support legislation that would alter the status of traditional marriage between a man and a woman.  The coalition in the past supported the passage of the government's same-sex reform legislation on the condition that nothing in its terms affected the status and centrality of traditional marriage between a man and a woman. We believe it is important to send this strong signal about the special status of marriage. The coalition continues to remain committed to these principles and will not support future legislation that would allow same-sex couples to marry in Australia. This is indeed a contentious issue but it is a contentious issue that is driven by a minority of the Australian population. The reality of the situation is simply this: that we are not all born the same. We are by our very nature possessing of personalities and physical traits. We are different, and it is up to good governance in our society to provide a framework for behaviour-a framework that broadly embraces what is acceptable on a day-to-day basis as being our culture.  One of the things, as I have just said, is that we accept that marriage has a sanctity. It is different to other relationships. It is covered by law, and that law defines that marriage condition as the union of a man and a woman to the exclusion of all others voluntarily entered into for life. If one wants to engage in a relationship that is not a relationship between a man and a woman, is not entered into voluntarily or is not for life then that relationship is not marriage. I for one, and the coalition at large, agrees that that is the situation and, no matter how hard we may wish it, those who are not a man and a woman-those who may be of the same sex in a relationship-cannot therefore at law refer to themselves as married. And why not? Because they are simply not a man and a woman. The sanctity of marriage that I speak of is such that when a couple court and marry, create a home and a loving environment, we hope that that will be rewarded with the production of children and those children will be brought up as members of our society. That is what we speak of when we speak of the sanctity of marriage, and that relationship, that union, ought to be respected at law by Australians. It is our culture. It is our law. It is a productive situation that is rational, that nurtures and provides the environment to nurture children and those children then become members of our society, responsible, law-abiding members of our society who will largely follow in the footsteps of their parents, we trust, and follow the laws of this country. I state again that the law of this country is that marriage is the union of a man and a woman to the exclusion of all others voluntarily entered into for life, and that law ought remain for time into the future. "
35879,2013-03-18,Marriage Equality Amendment Bill 2012,Second Reading,Kelly O'Dwyer,0,LP,Higgins,1,5,0.17888337316138114,0.05424489315068369,0.134,0.809,0.057,0.9976,"Social attitudes are constantly and rapidly evolving-perhaps nowhere faster than in the area of marriage and relationships. But I am not sure that they are moving at such a pace as to justify the reintroduction of this bill, coming as it does only six months after this place last considered the issue. That said, debate on the Marriage Equality Amendment Bill was guillotined with unseemly haste. So it is opportune for me to make some small remarks on the issue now. In a volatile and rapidly changing world, committed, long-term monogamous relationships play a critical role in providing stability to couples and, in turn, their families and communities. Once this was provided almost exclusively through the institution of marriage but, over time, de facto or common-law relationships have become commonplace. The law views these in the same way as marriage, with the same rights, responsibilities and protections. However, only the institution of marriage provides for public declaration and promises sanctioned by the state. This, and society's longstanding appreciation of it and its solemnness, gives marriage its special place and power in our society. As with many areas of social change, this special place means we should tread warily. Change should be incremental rather than disruptive. Change should be well flagged, and sanctioned by the people, and it should be the subject of broad community consensus. Fifty percent plus one is not enough. Amongst other things, that means that, in this area, even more than in all other areas, we should abide by our commitments to the electorate.  In that regard, the coalition made a commitment before the last election that it would not support a change to the Marriage Act, and we continue to honour that commitment. In due course, I expect our policy on this area to evolve in step with society's views, and those views are complex. I have been moved by many of the discussions I have had with people from both sides of this debate. I reject absolutely the notion that those who favour the status quo are homophobic or ignorant. With limited exceptions, those whom I have met have presented cogent and considered arguments-sometimes, but not always, predicated on strong religious views. Equally, I reject absolutely the notion that those who favour change are radicals. I have met many people and the families of people in same-sex relationships who thoughtfully and powerfully presented their views and experience. For completeness, I should record that I have met some and received letters from some on both sides of the debate whose intolerance of views different from their own I found wholly unpersuasive and, frankly, ugly. To those people I would say: you do significant damage to the cause you seek to support.  Personally, I am comfortable with the idea of same-sex marriage. I am comfortable with it, for so many of the excellent reasons outlined by my colleague the Hon. Malcolm Turnbull MP in his Kirby oration last year. I do not propose to go through each one in turn, given the limited time available, but I do wish to make this point: families are the bedrock of our society. I stated this in my first speech three years ago, just as I also stated that families come in all shapes and sizes. I believe that changing the Marriage Act by extending the definition to include same-sex couples will not lessen the status of families. On the contrary, I think that it will strengthen it by building stronger bonds of commitment between two people regardless of gender and sexual orientation. There will be some people in my own family who will be disappointed with my personal position on the subject, because they have a sincere view that marriage is an institution between a man and woman. There will be others in my family, though, whose own ability to marry is predicated on such a change. In the end public life demands that we be true to ourselves and that we express our views in an honest and open manner no matter what the cost.  The coalition party room has not yet debated what our commitment will be on this issue in the upcoming election. There is one thing though on which there would be universal agreement: it is that with any change religious institutions such as churches, synagogues or mosques should not be forced by law to conduct same-sex marriages just as they are not forced to marry anyone today. Certainly this is my view. Naturally, this also highlights the distinction between the civil and religious institution of marriage and leads to the question of civil unions. Civil unions represent gradual and incremental change in a highly charged area. They facilitate statutory recognition of enduring relationships which do not currently exist at a federal level. There is clear broad based support for them. They would allow the community to take stock, build further community consensus and then consider whether to move to same-sex marriage just as it has taken place recently in the United Kingdom and almost all other countries that have legislated for same-sex marriage.  Unfortunately, this issue has been hijacked by one political party that prefers to use the issue as a political weapon to divide the community rather than achieve any real progress or outcomes. Hence we stand here today debating a bill that the parliament has already addressed rather than taking some steps forward. I think that is a shame."
35880,2013-03-18,Marriage Equality Amendment Bill 2012,Second Reading,Laura Smyth,0,ALP,La Trobe,2,5,0.12567642627936834,0.04696031888346322,0.07200000000000001,0.904,0.024,0.9837,"I am pleased to be able to make a contribution once again on the topic of marriage equality. It is a source of regret for me and I know for many people in my community of La Trobe who were unable to see success in the vote on the question of marriage equality which occurred earlier in this term; however, needless to say, it does not change the expectations I had when I last spoke on this issue, and those are that, ultimately, we will see change in this area just as we have seen substantial change in relation to marriage and the status of people within the institution of marriage over the previous decades.  It is important to recall that fact, because some in this debate will articulate the case that marriage has been unchanging and remained cast in stone for centuries. We only have to look at the last 100 years to see that marriage has changed considerably for women and Indigenous Australians. Australia agreed to be bound by the International Covenant on Civil and Political Rights in 1980 and, in doing so, it recognised the importance of equality before the law and principles of nondiscrimination-and those are principles which those on this side of the chamber hold very dear. Many members of the Labor Party have advocated for reform to reflect principles of nondiscrimination in a range of legislative means.  After winning the 2007 federal election, Labor moved very swiftly to amend some 85 or so Commonwealth laws to remove discrimination on the basis of sexual preference, and it was entirely appropriate that we did so. Accordingly, it has been a source of great pride to me to see many members of the Labor Party campaigning around the issue of marriage equality. In that context, I would like to put on record my commendation for all those in Rainbow Labor who have endeavoured to progress this debate as far as they could during this term. I do not think that they will end their efforts. I said at the outset that this is simply one next stage in a long line of very important changes which have related to marriage and the status of married people in Australian society. I reflected on the role of women in marriage and their circumstances, and the role of Indigenous people and their capacity to seek to be married. Members may not be aware that, although women gained the right to vote in 1902, they could still lose their Australian nationality when they married a non-Australian national even as late as the 1940s. Before 1966, members will recall that many women had to resign from Public Service positions upon getting married. Though those things remained part of our system of law, at that time Australian society and Australian parliaments changed their views on those issues. Accordingly, I think there is the case and the capacity for change now in relation to the question of marriage equality for same-sex couples.  As I also reflected at the beginning of my remarks, Indigenous Australians did not necessarily have the right to marry a person of their own choosing as late as 1959. But that kind of discriminatory treatment in marriage changed after considerable struggle and considerable social change, including the 1967 referendum campaign. These are some of the changes that have occurred in relation to marriage. Indeed, we only have to reflect on the period around 1975 when we still had a fault-based system of divorce in this country. I know that some in this place may still want that to be the case, and I certainly disagree with that. And, fortunately, I know that many others also disagreed, with the effect that in 1975 we saw a much more humane approach to the already difficult decision to end a marriage.  So it is not the case, despite the suggestions of others in this place to the contrary, that marriage and all of the regulatory arrangements around it have remained fixed in stone. Accordingly, I think-as I thought in the earlier debate on marriage equality in this term-that there is a case for change, that change is inevitable, and I hope to see it in the next few years."
35878,2013-03-18,Marriage Equality Amendment Bill 2012,Second Reading,Graham Perrett,1,ALP,Moreton,1,11,0.13035023233245793,0.03291863565295304,0.16699999999999998,0.8190000000000001,0.013999999999999999,0.9988,"I am pleased to speak in support of the Marriage Equality Amendment Bill 2012, because I believe that all Australians, irrespective of their sexuality, are entitled to be treated equally. Marriage is one of those institutions that has evolved over time. Despite the protestations of some people suggesting that it has been frozen in time and handed down from Mount Sinai, the reality is that previous speakers are quoting from legislation that has only been around less than a decade.  I approach this from a pretty basic point of view-that is, if people are committed to each other, if people are in love with each other, and wish to have society recognise that committed relationship, why should society not permit them to express that commitment via the institution of marriage? Obviously when it comes to religious institutions that is a different process, and the process of changing the views of religious institutions is something different. But we are a secular institution. We in parliament might start each day with a prayer, but we are a secular institution. Our Constitution provides for that. We also protect religions. Our Constitution provides for that. But we as a parliament must do what is best for all Australians, and how we can say to two people who are in love with each other that they cannot have a committed relationship recognised by an institution like parliament is beyond me. I should stress that this is not the No. 1 issue in the electorate of Moreton. There are cost-of-living issues, there are people concerned about employment, there are people concerned about making sure that their job is secure and there are people concerned about education, health and the like. I understand that, but I think we as a parliament have time to revisit this. I thank the member for Melbourne for reintroducing this legislation. He served on the committee that I chair which looked at this bill-a committee that had the greatest number of submissions in the history of Federation; a committee whose members had a broad range of views. I see in the chamber the member for Latrobe, who was also a part of that committee.  The reality is that, if the member for Warringah agrees tomorrow to let the members of his 'free-thinking Liberal Party' have a vote and this legislation was passed, it would not change anything in terms of how I see my wife tomorrow. It would not change anything in terms of how I approach my family, school et cetera. But it would let people who love each other and who are committed to each other have the protections of an institutional arrangement that society has recognised for hundreds and hundreds of years as being a good thing. The reality is that society has changed. Once upon a time, and not that long ago, homosexuality was in the DSM-the book used by psychologists in terms of approaching it as a treatable disease. Things have changed. It used to be in the Criminal Code in Queensland. Things have changed, though there is still some discrimination in Queensland in terms of the age of consent for homosexuals compared to heterosexuals. The reality is that most of society has moved on and recognised that same-sex attracted people deserve all the same rights, the same treatment and the same respect as every other person. This piece of legislation is an important step to ensuring that.  I would urge those opposite not to just stand up and say, 'I care' or 'I would if I could'. You can. If those opposite believe this then, unlike the people in the Labor Party, who are bound by our rules that say we cannot go against the directions of the Labor Party unless we wish to become an independent, they can stand up and protest and say, 'I would support it.' But caring is doing; caring with words is hollow. You need to show how you care by how you vote. So I will be interested to see if we are allowed to see the member for Wentworth and some of those other more liberal-thinking members of the coalition support this piece of sensible legislation. I urge them to so do."
36289,2013-05-27,Marriage Equality Amendment Bill 2012,Second Reading,Richard Marles,1,ALP,Corio,3,5,0.15775176499217874,0.040780632964342464,0.14800000000000002,0.825,0.027000000000000003,0.9985,"I rise to speak in favour of the member for Melbourne's bill, the Marriage Equality Amendment Bill 2012, having previously spoken in favour of the member for Throsby's bill in relation to same-sex marriage. I start by saying that this issue represents the first conscience vote in which I have participated as a member of parliament, and I want to place on record, as I did previously, the wonderful way in which I believe this debate has been carried out in this parliament but also within my electorate. I have tried to make myself as available as possible to everyone, of all views, in relation to this issue-views which are deeply held. Really the way in which those views have been expressed to me, with a deep respect for people who hold different positions, stands in my view as a model for how debate should be conducted in this place. I want to make that very clear. I particularly want to say to those people who hold a different view to me in relation to this that the way in which they have engaged with me has always been with the utmost respectfulness and politeness.  An argument has been put to me-one that I have empathy for-that a number of churches in my electorate feel a concern that pressure will be created by virtue of the passage of this legislation, were it to occur, that would require them to conduct services in relation to same-sex couples, which they do not want to do. So in supporting same-sex marriage, as I do tonight, I do so very much with a renewed expression of the importance of the freedom of religious expression and the need for us all to defend that right. For me, this has been something of an unexpected journey in the course of this debate. There are many who feel that their rights to express their religious beliefs need defending within our community. So I very much say that for me, in supporting same-sex marriage in the context of this bill, the other side of that coin is a renewed commitment to defend the right of freedom of expression of churches, including those churches that would see marriage as being only between a man and a woman and would conduct marriage ceremonies only on that basis.  There has also been an argument put to me that allowing same-sex marriages represents the beginning of a slippery slope which will see other forms of relationship given legal sanction under our civil law. I do not agree with that argument. I do not see that we are putting ourselves on a slippery slope. In any event, all we can do in assessing this piece of legislation is to look at the proposition which is before us, which is about allowing the union of same-sex couples. In that sense, for me the arguments are very clear.  There were 85 separate pieces of legislation in the last parliament which were amended to remove discrimination against same-sex couples in the areas of property, superannuation and life insurance. This was a non-controversial step to take, and it removed discrimination across the board and was rightly regarded as an unambiguous good. I understand that for some marriage is seen as being deeply connected to the issue of faith, but for many others it is not. Marriage is first and foremost a statement between a couple of their commitment to each other and then a statement by that couple to their community and their friends about their commitment to each other. The ability to convey that to their community is part of the commitment that they make to each other. In my view, to deny a couple the opportunity to make that statement of their love to their community is for them a denial of a human right, and to remove the denial of that right is, in my view, just another removal of an act of discrimination, which we did without controversy in the last parliament. So it is for that reason that I think it is very important that we provide for same-sex marriage to be a part of our civil law so that people are able to make that commitment to themselves, to their friends, to their society and ultimately to their country and so that it can be recognised as such. In doing so, I very much defend the right of individual churches to conduct marriages as they see fit as an expression of their freedom of religion. "
36291,2013-05-27,Marriage Equality Amendment Bill 2012,Second Reading,Tanya Plibersek,0,ALP,Sydney,1,9,0.12749728458289986,0.02166515235672059,0.138,0.8220000000000001,0.04,0.997,"Last year I was proud to vote in support of the member for Throsby's private member's bill on marriage equality along with 37 of my Labor colleagues in the House of Representatives, three Independents and the member for Melbourne. I speak in support of his bill, the Marriage Equality Amendment Bill 2012 today.  Since last year's third we have seen the pace of change continue to quicken as laws reflect the aspiration for equality in our community. Maine, Maryland and Washington became the first US states to legalise marriage equality through a popular vote. The New Zealand parliament passed marriage equality in April this year, with observers and MPs breaking into a traditional Maori love song. France's National Assembly passed their 'marriage for all' bill despite death threats being sent to parliamentary supporters in a divisive national debate. As fast as laws across the world change, in Australia our parliament lags behind the community we represent. Many Australians remember a time when homosexuality was illegal and formal discrimination provided shelter for so many other acts of violence and bigotry against gay men and lesbians. The path to greater equality has been difficult, and at times has been halting as successive governments have worked to reduce the shadow cast by this kind of discrimination: from decriminalisation to protections against workplace discrimination to de facto relationship rights. I am proud of the role that the Labor Party has played in that journey, and the 85 laws which we changed in 2008 to remove discrimination against same-sex de facto couples. As complex as the task of removing discrimination can be, at its heart is one simple idea: that we should all be equal under the law. The conviction which drove us to amend those 85 laws discriminating against same-sex de facto couples should energise us now to complete the task ahead. Once we accept that heterosexual and same-sex couples should be equal before the law, how can we reserve marriage for one group and deny it to the other?  Marriage is both a religious and a civil institution. Other speakers have said that they would not expect churches to be forced to undertake marriage ceremonies for same-sex couples, and I agree that. Churches should not be forced to do that. But we are all members of a civil society as well. Many people enter the institution of marriage with no particular religious beliefs, but they still enjoy the rights and responsibilities that go with marriage. People often speak about the role of children in marriage, and as a married mother of three I know that marriage is a wonderful institution. But I have to say that I have gay and lesbian friends who have children too, and they would like to offer their children the security that marriage might bring to their relationship. There are also many couples who marry without ever intending to have children or, indeed, without being able to have children. They may marry later in life for the second or a third time, with no ability or intention to have children. Do we say that their marriages are worth less because they enter with no intention or ability to have children?  All Australians should have the right to legal recognition of their relationships and the advantages and responsibilities that such legal recognition brings with it. All Australians deserve the full social acceptance that removing discrimination symbolises. Often our attention is drawn by the battles in courts and parliaments around the world, but the measure of what is at stake is found in those places where marriage equality has been introduced. On those days when marriage equality becomes real you see men and women who have loved each other for decades surrounded by their friends and family making a declaration of their commitment to one another. You see the truth that same-sex couples are no less loving and their commitment to one another is no less moving or affirming. All they have been waiting for is for the law to acknowledge that.  I look forward to seeing those same scenes of love celebrated here in Australia."
36288,2013-05-27,Marriage Equality Amendment Bill 2012,Second Reading,Dennis Jensen,1,LP,Tangney,1,2,0.2689925328974578,0.20505002525928198,0.107,0.821,0.071,0.9875,"This bill, the Marriage Equality Amendment Bill 2013, is an attack on marriage. Marriage is not just a word but an institution, and institutions exist because there is a common need for them and they serve a common purpose. The bearing and rearing of children is the fundamental purpose of marriage. There are those that see marriage as a simple expression of love. It is that, but far more, and the far more is the reason that same-sex marriage does not make sense. There are many avenues that people can and do use to express love, devotion and commitment to each other. Marriage is one of those, but it is far more than that. Marriage is about family. To those that attempt Orwellian doublespeak in calling this 'marriage equality', I say: you already have marriage equality. Anyone-gay, bi, heterosexual-can marry a partner of the opposite sex. There is no discrimination here.  This bill is a piece of enabling legislation: it enables the dismantling of society as we know it. In essence, this bill is the apotheosis of a movement bent on legislating a social experiment. Gay marriage is a social experiment. Social experiments have poor results when viewed historically. One need only think of phrenology and eugenics, both of which, thankfully, have been consigned to the dustbins of history but not before having damaging social consequences. We have not yet seen the fallout from this social experiment where it has been undertaken in other jurisdictions. There simply has not been the time. Let us make haste slowly.  The poison of this bill is that it replaces absolutism with relativism. This leads to crises of confidence and moral drift. Moral drift has social and economic consequences. Certainty is the most precarious and most precious commodity in the world. The social experiment proposed here today is too risky. The biggest risk is the unknown effect of normalising and legalising these types of microsocial compacts. It all pivots on the unknown and unintended consequences. How can a child be brought into such a union? Certainly not as a natural result of that union. Is it not difficult enough to educate our children on reproduction facts without the added complication of a child with two mothers or two fathers? Yes, there are marriages where the relationship between the parents does damage the children. Yes, there are loving same-sex and single parents, just as with heterosexuals. But, just because bad parenting by natural parents can be pointed to, is that any reason to accept suboptimal parenting more generally? Clearly, all things being equal, it is preferable for a child to be raised by its natural parents, followed by a heterosexual adoptive couple. I can state, having my own children, that children need role models of both sexes, and it is far better that those role models are parents.  I now put forward the voices of the vast majority of the people of Tangney on the record for posterity. The following are arguments I have heard from my electors back in Perth: same-sex couples are not the optimal environment in which to raise children; gay marriage violates the sacred institution of marriage; same-sex marriage would threaten the institution of marriage; we shouldn't alter heterosexual marriage, which is a traditional institution that goes back to the dawn of time. What will we be debating next? It is incumbent on all members of this place to step back and seek the counsel of time and good sense. We must not cave in to popular trends or fancies. Are we leaders or followers? Only two decades ago or less, the same groups of people pushing for gay marriage today were decrying the institution of marriage as obsolete. So what has changed? There is no discrimination in the area of superannuation or life insurance for gay couples. Where would the next cut-off point be if this bill were to get up? These are the questions that gay marriage advocates cannot answer. Until such answers can be given to married people as to why they should accept such a fundamental change to their current status, I cannot as a representative of the people of Tangney support the member for Melbourne's bill. "
